Cultura,Local,Latitude,Longitude,Data do início do período,Temperatura média,Número de dias no período
Café,Piracicaba Região Imediata de Piracicaba Região Geográfica Intermediária de Campinas São Paulo Região Sudeste Brasil,-22.73,-47.65,13/10/2020,23.66,131
